ROI Index,Label Name,R,A,S
68,17Networks_RH_DorsAttnA_TempOcc,48,-52,-12
69,17Networks_RH_DorsAttnA_ParOcc,45,-72,15
70,17Networks_RH_DorsAttnA_SPL,24,-65,54
71,17Networks_RH_DorsAttnB_TempOcc,59,-59,4
72,17Networks_RH_DorsAttnB_PostC,38,-39,59
73,17Networks_RH_DorsAttnB_FEF,27,-5,57
74,17Networks_RH_DorsAttnB_PrCv,55,10,31
75,17Networks_RH_SalVentAttnA_ParOper,60,-27,26
76,17Networks_RH_SalVentAttnA_PrC,51,-1,49
77,17Networks_RH_SalVentAttnA_FrOper,52,6,5
78,17Networks_RH_SalVentAttnA_Ins,39,-1,-4
79,17Networks_RH_SalVentAttnA_ParMed,14,-33,45
80,17Networks_RH_SalVentAttnA_FrMed,7,7,47
81,17Networks_RH_SalVentAttnB_IPL,62,-38,34
82,17Networks_RH_SalVentAttnB_PFCd,14,11,67
83,17Networks_RH_SalVentAttnB_PFCl,32,46,28
84,17Networks_RH_SalVentAttnB_PFClv,48,44,1
85,17Networks_RH_SalVentAttnB_Ins,38,24,1
86,17Networks_RH_SalVentAttnB_PFCmp,8,26,31
87,17Networks_RH_SalVentAttnB_Cinga,5,16,23
88,17Networks_RH_LimbicA_TempPole,36,-3,-38
89,17Networks_RH_LimbicB_OFC,12,36,-21
90,17Networks_RH_ContA_Temp,61,-48,-11
91,17Networks_RH_ContA_IPS,39,-48,44
92,17Networks_RH_ContA_PFCd,25,9,53
93,17Networks_RH_ContA_PFCl,45,21,23
94,17Networks_RH_ContA_Cingm,6,3,29
95,17Networks_RH_ContB_Temp,63,-29,-17
96,17Networks_RH_ContB_IPL,53,-51,48
97,17Networks_RH_ContB_PFCld,41,20,47
98,17Networks_RH_ContB_PFClv,33,56,-3
99,17Networks_RH_ContB_PFCmp,5,35,44
100,17Networks_RH_ContC_pCun,7,-66,45
101,17Networks_RH_ContC_Cingp,7,-24,28
102,17Networks_RH_DefaultA_Temp,62,-6,-17
103,17Networks_RH_DefaultA_IPL,51,-56,29
104,17Networks_RH_DefaultA_PFCd,24,36,44
105,17Networks_RH_DefaultA_pCunPCC,7,-52,31
106,17Networks_RH_DefaultA_PFCm,8,49,5
107,17Networks_RH_DefaultB_Temp,62,-26,-6
108,17Networks_RH_DefaultB_AntTemp,52,6,-31
109,17Networks_RH_DefaultB_PFCd,10,52,40
110,17Networks_RH_DefaultB_PFCv,47,28,-12
111,17Networks_RH_DefaultC_IPL,48,-70,26
112,17Networks_RH_DefaultC_Rsp,13,-53,14
113,17Networks_RH_DefaultC_PHC,27,-28,-20
114,17Networks_RH_TempPar,55,-33,5
