ROI Index,Label Name,R,A,S
937,17Networks_RH_DefaultA_PCC_12,10,-54,36
938,17Networks_RH_DefaultA_PFCm_1,6,46,-12
939,17Networks_RH_DefaultA_PFCm_2,6,34,-6
940,17Networks_RH_DefaultA_PFCm_3,8,52,-4
941,17Networks_RH_DefaultA_PFCm_4,8,68,0
942,17Networks_RH_DefaultA_PFCm_5,10,46,0
943,17Networks_RH_DefaultA_PFCm_6,18,68,10
944,17Networks_RH_DefaultA_PFCm_7,8,42,6
945,17Networks_RH_DefaultA_PFCm_8,8,58,10
946,17Networks_RH_DefaultA_PFCm_9,6,30,14
947,17Networks_RH_DefaultA_PFCm_10,8,46,22
948,17Networks_RH_DefaultB_Temp_1,64,-22,-8
949,17Networks_RH_DefaultB_Temp_2,54,-26,-6
950,17Networks_RH_DefaultB_Temp_3,64,-34,-2
951,17Networks_RH_DefaultB_AntTemp_1,48,10,-36
952,17Networks_RH_DefaultB_AntTemp_2,50,0,-32
953,17Networks_RH_DefaultB_AntTemp_3,60,-8,-24
954,17Networks_RH_DefaultB_AntTemp_4,52,8,-26
955,17Networks_RH_DefaultB_PFCd_1,16,64,20
956,17Networks_RH_DefaultB_PFCd_2,6,58,28
957,17Networks_RH_DefaultB_PFCd_3,16,54,36
958,17Networks_RH_DefaultB_PFCd_4,4,46,36
959,17Networks_RH_DefaultB_PFCd_5,10,48,48
960,17Networks_RH_DefaultB_PFCd_6,14,34,56
961,17Networks_RH_DefaultB_PFCd_7,6,24,60
962,17Networks_RH_DefaultB_PFCd_8,12,20,64
963,17Networks_RH_DefaultB_PFCv_1,36,26,-20
964,17Networks_RH_DefaultB_PFCv_2,42,26,-14
965,17Networks_RH_DefaultB_PFCv_3,48,34,-14
966,17Networks_RH_DefaultB_PFCv_4,50,34,-6
967,17Networks_RH_DefaultB_PFCv_5,52,30,2
968,17Networks_RH_DefaultB_PFCv_6,56,22,10
969,17Networks_RH_DefaultC_IPL_1,50,-64,26
970,17Networks_RH_DefaultC_IPL_2,46,-76,28
971,17Networks_RH_DefaultC_Rsp_1,12,-44,2
972,17Networks_RH_DefaultC_Rsp_2,10,-48,8
973,17Networks_RH_DefaultC_Rsp_3,10,-54,14
974,17Networks_RH_DefaultC_Rsp_4,16,-58,22
975,17Networks_RH_DefaultC_PHC_1,34,-22,-26
976,17Networks_RH_DefaultC_PHC_2,22,-22,-24
977,17Networks_RH_DefaultC_PHC_3,30,-32,-16
978,17Networks_RH_DefaultC_PHC_4,20,-32,-16
979,17Networks_RH_TempPar_1,48,18,-22
980,17Networks_RH_TempPar_2,54,4,-14
981,17Networks_RH_TempPar_3,50,-8,-12
982,17Networks_RH_TempPar_4,50,-18,-10
983,17Networks_RH_TempPar_5,60,-2,-6
984,17Networks_RH_TempPar_6,56,-12,-4
985,17Networks_RH_TempPar_7,48,-22,-4
986,17Networks_RH_TempPar_8,62,-14,-2
987,17Networks_RH_TempPar_9,48,-30,0
988,17Networks_RH_TempPar_10,56,-38,0
989,17Networks_RH_TempPar_11,64,-46,4
990,17Networks_RH_TempPar_12,62,-24,2
991,17Networks_RH_TempPar_13,48,-36,4
992,17Networks_RH_TempPar_14,56,-32,4
993,17Networks_RH_TempPar_15,56,-42,8
994,17Networks_RH_TempPar_16,58,-48,10
995,17Networks_RH_TempPar_17,52,-40,12
996,17Networks_RH_TempPar_18,64,-36,12
997,17Networks_RH_TempPar_19,50,-54,14
998,17Networks_RH_TempPar_20,52,-44,18
999,17Networks_RH_TempPar_21,56,-40,20
1000,17Networks_RH_TempPar_22,54,-42,28
